1.629999999999999893e+00 1.010999999999999766e+01 8.980000000000000426e+00 -6.400000000000000133e-01 -9.419999999999999929e+00 -2.919999999999999929e+00 -1.300000000000000044e-01 1.329999999999999849e+00 5.240000000000003766e+00 -7.580000000000000071e+00 6.240000000000005542e+00 4.750000000000000000e+00 -2.830000000000000071e+00 -5.039999999999999147e+00 -5.080000000000000071e+00 6.240000000000000213e+00
-4.539999999999999147e+00 7.509999999999998899e+00 -9.449999999999999289e+00 -3.640000000000000124e+00 8.529999999999999361e+00 -8.250000000000000000e+00 -5.259999999999999787e+00 3.499999999999998668e-01 2.910000000000000142e+00 -8.300000000000002487e+00 -7.620000000000000107e+00 -9.830000000000000071e+00 9.349999999999999645e+00 -8.439999999999997726e+00 -8.299999999999999600e-01 -7.459999999999999076e+00
-7.730000000000000426e+00 1.199999999999999956e+00 -9.160000000000000142e+00 3.029999999999999805e+00 -2.790000000000000036e+00 -3.180000000000000160e+00 -4.740000000000000213e+00 7.809999999999999609e+00 3.729999999999999982e+00 3.399999999999999911e+00 6.540000000000000924e+00 2.569999999999999840e+00 -1.780000000000000027e+00 -6.700000000000000400e-01 -2.370000000000000107e+00 1.280000000000000027e+00
-4.399999999999999467e-01 3.129999999999999893e+00 7.500000000000000000e+00 -7.429999999999999716e+00 -3.939999999999999947e+00 8.539999999999999147e+00 9.660000000000000142e+00 -7.000000000000000666e-02 3.509999999999999787e+00 8.259999999999999787e+00 4.830000000000000959e+00 -8.730000000000000426e+00 -4.589999999999994529e+00 2.100000000000000089e+00 -6.199999999999999956e-01 -2.700000000000000178e-01
-2.149999999999999467e+00 -8.300000000000000711e+00 7.250000000000000000e+00 -8.199999999999999289e+00 8.960000000000000853e+00 7.919999999999999929e+00 -1.080000000000000071e+00 -7.200000000000000178e+00 -6.199999999999999956e-01 -9.900000000000000355e+00 2.629999999999999893e+00 4.640000000000000568e+00 -2.979999999999999982e+00 -7.439999999999998614e+00 -5.389999999999999680e+00 -2.640000000000000124e+00
-8.880000000000000782e+00 7.119999999999999218e+00 -2.989999999999997549e+00 6.850000000000000533e+00 -1.280000000000000027e+00 -7.110000000000000320e+00 8.110000000000001208e+00 7.540000000000000036e+00 -9.189999999999999503e+00 -4.220000000000000639e+00 -6.559999999999999609e+00 -6.900000000000000355e+00 2.979999999999999982e+00 6.830000000000000071e+00 1.949999999999999956e+00 5.349999999999999645e+00
-7.209999999999999964e+00 -7.549999999999999822e+00 -4.059999999999998721e+00 -9.859999999999999432e+00 2.819999999999999396e+00 -8.810000000000000497e+00 -7.450000000000000178e+00 -4.000000000000000000e+00 -7.219999999999999751e+00 -7.420000000000000817e+00 -3.819999999999999840e+00 8.890000000000000568e+00 -8.999999999999985789e+00 -6.299999999999998934e+00 4.720000000000006857e+00 4.769999999999999574e+00
6.000000000000000000e+00 6.509999999999999787e+00 -3.369999999999995666e+00 -7.070000000000000284e+00 4.479999999999998650e+00 7.509999999999999787e+00 3.300000000000000266e+00 5.370000000000000107e+00 6.340000000000006963e+00 2.250000000000000000e+00 -7.129999999999999893e+00 -3.310000000000000053e+00 -8.979999999999986215e+00 9.630000000000000782e+00 2.520000000000000018e+00 5.429999999999999716e+00
8.689999999999999503e+00 1.199999999999999956e-01 2.330000000000000071e+00 -9.519999999999999574e+00 1.320000000000000062e+00 7.690000000000000391e+00 -8.470000000000000639e+00 3.680000000000000160e+00 -5.700000000000000178e+00 -3.709999999999999964e+00 2.009999999999999787e+00 4.549999999999999822e+00 2.000000000000000000e+00 -8.519999999999997797e+00 -6.370000000000000107e+00 8.189999999999999503e+00
-9.199999999999999289e-01 2.189999999999999947e+00 -7.639999999999999680e+00 2.109999999999999876e+00 -7.639999999999999680e+00 9.900000000000000355e+00 -6.400000000000000133e-01 -2.429999999999998828e+00 2.229999999999999982e+00 1.520000000000000018e+00 -3.049999999999999822e+00 3.389999999999999236e+00 5.940000000000000391e+00 5.759999999999999787e+00 -2.149999999999999911e+00 3.459999999999999964e+00
