-8.199999999999999289e+00 -8.869999999999999218e+00 6.540000000000000036e+00 6.800000000000000488e-01 -4.410000000000000142e+00 -9.529999999999999361e+00 -6.469999999999999751e+00 -6.000000000000000000e+00 -5.990000000000000213e+00 9.279999999999999361e+00 -6.799999999999999822e+00 -5.799999999999999600e-01 -5.459999999999999964e+00 5.040000000000000036e+00 1.120000000000000107e+00 -2.279999999999999805e+00 -5.820000000000000284e+00 1.209999999999999964e+00 -9.279999999999999361e+00 -5.349999999999999645e+00 -5.000000000000000000e-01 3.560000000000000053e+00 -9.460000000000000853e+00 -7.099999999999999645e-01 8.369999999999999218e+00 -5.500000000000000000e+00 -6.099999999999999867e-01 4.200000000000000178e+00 -8.480000000000000426e+00 -4.820000000000000284e+00 5.450000000000000178e+00
6.250000000000000000e+00 -7.059999999999999609e+00 4.419999999999999929e+00 8.169999999999999929e+00 -2.799999999999999822e+00 -2.729999999999999982e+00 -9.699999999999999289e+00 4.559999999999999609e+00 -6.600000000000000311e-01 -6.320000000000000284e+00 -8.640000000000000568e+00 8.710000000000000853e+00 -9.429999999999999716e+00 -3.180000000000000160e+00 -8.539999999999999147e+00 1.719999999999999973e+00 -4.299999999999999933e-01 1.659999999999999920e+00 -9.109999999999999432e+00 9.830000000000000071e+00 1.919999999999999929e+00 5.690000000000000391e+00 -3.629999999999999893e+00 -8.460000000000000853e+00 -6.679999999999999716e+00 6.139999999999999680e+00 -4.530000000000000249e+00 2.240000000000000213e+00 5.370000000000000107e+00 -1.799999999999999933e-01 -8.060000000000000497e+00
4.730000000000000426e+00 -3.040000000000000036e+00 -5.830000000000000071e+00 -7.379999999999999893e+00 -7.780000000000000249e+00 -8.619999999999999218e+00 7.629999999999999893e+00 7.650000000000000355e+00 -9.240000000000000213e+00 6.360000000000000320e+00 -7.019999999999999574e+00 -5.169999999999999929e+00 -5.899999999999999689e-01 4.480000000000000426e+00 3.589999999999999858e+00 -1.689999999999999947e+00 4.280000000000000249e+00 5.360000000000000320e+00 -2.049999999999999822e+00 -9.189999999999999503e+00 -9.490000000000000213e+00 5.349999999999999645e+00 4.870000000000000107e+00 2.319999999999999840e+00 -2.629999999999999893e+00 9.830000000000000071e+00 -7.500000000000000000e-01 1.260000000000000009e+00 -9.000000000000000222e-01 -3.950000000000000178e+00 3.339999999999999858e+00
-3.759999999999999787e+00 -8.279999999999999361e+00 -9.929999999999999716e+00 3.080000000000000071e+00 -7.379999999999999893e+00 -7.629999999999999893e+00 -8.429999999999999716e+00 6.400000000000000355e+00 5.699999999999999512e-01 -5.889999999999999680e+00 4.730000000000000426e+00 2.759999999999999787e+00 -1.129999999999999893e+00 2.299999999999999822e+00 5.450000000000000178e+00 4.580000000000000071e+00 -3.680000000000000160e+00 8.789999999999999147e+00 3.770000000000000018e+00 8.400000000000000355e+00 -4.099999999999999756e-01 4.870000000000000107e+00 -4.589999999999999858e+00 -4.959999999999999964e+00 -8.359999999999999432e+00 -8.630000000000000782e+00 7.190000000000000391e+00 -2.330000000000000071e+00 -4.639999999999999680e+00 -3.689999999999999947e+00 -5.709999999999999964e+00
-9.820000000000000284e+00 -2.779999999999999805e+00 1.659999999999999920e+00 -5.650000000000000355e+00 -3.750000000000000000e+00 -9.949999999999999289e+00 9.740000000000000213e+00 -8.279999999999999361e+00 1.780000000000000027e+00 -3.200000000000000178e+00 -8.689999999999999503e+00 -8.000000000000000167e-02 2.049999999999999822e+00 -9.109999999999999432e+00 -4.299999999999999822e+00 -2.290000000000000036e+00 2.410000000000000142e+00 -2.680000000000000160e+00 -9.099999999999999645e+00 -9.589999999999999858e+00 8.189999999999999503e+00 1.179999999999999938e+00 -7.780000000000000249e+00 -8.689999999999999503e+00 8.859999999999999432e+00 -4.709999999999999964e+00 9.330000000000000071e+00 -4.730000000000000426e+00 7.089999999999999858e+00 9.820000000000000284e+00 -4.370000000000000107e+00
9.289999999999999147e+00 -9.789999999999999147e+00 -4.600000000000000200e-01 -9.039999999999999147e+00 4.320000000000000284e+00 -2.419999999999999929e+00 -1.199999999999999956e-01 7.440000000000000391e+00 9.599999999999999645e+00 -3.490000000000000213e+00 8.130000000000000782e+00 5.169999999999999929e+00 -7.910000000000000142e+00 9.589999999999999858e+00 -1.699999999999999956e+00 5.339999999999999858e+00 -4.009999999999999787e+00 -1.219999999999999973e+00 -1.590000000000000080e+00 7.259999999999999787e+00 8.800000000000000044e-01 5.839999999999999858e+00 -7.910000000000000142e+00 -6.009999999999999787e+00 -2.000000000000000000e+00 -6.750000000000000000e+00 6.730000000000000426e+00 -2.649999999999999911e+00 4.000000000000000222e-01 9.029999999999999361e+00 -7.740000000000000213e+00
2.600000000000000089e+00 -1.479999999999999982e+00 8.750000000000000000e+00 6.509999999999999787e+00 5.269999999999999574e+00 -6.070000000000000284e+00 -5.820000000000000284e+00 3.700000000000000178e+00 -6.509999999999999787e+00 -6.450000000000000178e+00 9.509999999999999787e+00 -6.309999999999999609e+00 -4.450000000000000178e+00 -6.700000000000000400e-01 -1.860000000000000098e+00 1.179999999999999938e+00 -9.439999999999999503e+00 7.740000000000000213e+00 -7.059999999999999609e+00 6.250000000000000000e+00 8.669999999999999929e+00 5.129999999999999893e+00 9.810000000000000497e+00 9.839999999999999858e+00 -3.589999999999999858e+00 8.179999999999999716e+00 -3.339999999999999858e+00 4.240000000000000213e+00 9.140000000000000568e+00 6.820000000000000284e+00 -1.409999999999999920e+00
7.600000000000000089e-01 -9.570000000000000284e+00 8.679999999999999716e+00 2.330000000000000071e+00 -4.719999999999999751e+00 2.080000000000000071e+00 -2.459999999999999964e+00 -8.720000000000000639e+00 1.000000000000000056e-01 8.339999999999999858e+00 6.559999999999999609e+00 -8.050000000000000711e+00 7.709999999999999964e+00 2.549999999999999822e+00 -2.740000000000000213e+00 -3.750000000000000000e+00 3.200000000000000067e-01 2.080000000000000071e+00 4.000000000000000000e+00 -4.000000000000000000e+00 6.230000000000000426e+00 5.049999999999999822e+00 9.250000000000000000e+00 -9.669999999999999929e+00 -1.000000000000000056e-01 -6.290000000000000036e+00 -7.480000000000000426e+00 -5.860000000000000320e+00 -8.189999999999999503e+00 -5.099999999999999645e+00 -7.129999999999999893e+00
6.709999999999999964e+00 -2.290000000000000036e+00 1.810000000000000053e+00 -2.600000000000000089e+00 -9.179999999999999716e+00 -1.370000000000000107e+00 7.280000000000000249e+00 6.820000000000000284e+00 -9.490000000000000213e+00 -8.119999999999999218e+00 2.979999999999999982e+00 3.029999999999999805e+00 -3.160000000000000142e+00 5.830000000000000071e+00 3.000000000000000000e+00 -9.419999999999999929e+00 -8.589999999999999858e+00 6.690000000000000391e+00 4.040000000000000036e+00 9.929999999999999716e+00 -9.550000000000000711e+00 -9.880000000000000782e+00 4.299999999999999822e+00 3.549999999999999822e+00 -5.769999999999999574e+00 -2.000000000000000111e-01 4.580000000000000071e+00 -8.810000000000000497e+00 -5.250000000000000000e+00 -7.929999999999999716e+00 -3.799999999999999822e+00
-5.699999999999999512e-01 8.500000000000000000e+00 1.959999999999999964e+00 -6.940000000000000391e+00 -7.179999999999999716e+00 -7.379999999999999893e+00 7.800000000000000266e-01 4.690000000000000391e+00 7.419999999999999929e+00 7.929999999999999716e+00 3.299999999999999822e+00 4.980000000000000426e+00 -1.330000000000000071e+00 7.759999999999999787e+00 -2.509999999999999787e+00 -9.140000000000000568e+00 6.879999999999999893e+00 -3.180000000000000160e+00 -5.679999999999999716e+00 -8.830000000000000071e+00 -3.790000000000000036e+00 -1.139999999999999902e+00 -2.859999999999999876e+00 5.370000000000000107e+00 5.000000000000000278e-02 2.310000000000000053e+00 1.600000000000000033e-01 2.300000000000000100e-01 7.219999999999999751e+00 7.230000000000000426e+00 1.459999999999999964e+00
